event_id,active,event_name_ne,event_name_en,affected_province_ne,affected_province_en,affected_districts_ne,affected_districts_en,expected_palika_ids,expected_palikas_ne,expected_palikas_en,deaths_threshold,displaced_households_threshold,water_disruption_palikas_threshold,shelter_need_households_threshold,refresh_seconds
karnali-eq-2083-drill,TRUE,कर्णाली भूकम्प प्रारम्भिक मूल्यांकन अभ्यास २०८३,Karnali Earthquake IRA Drill 2083,कर्णाली,Karnali,जाजरकोट; दैलेख; सल्यान,Dailekh; Jajarkot; Salyan,karnali-salyan-bagchaur-municipality;karnali-salyan-bangad-kupinde-municipality;karnali-salyan-sharada-municipality;karnali-salyan-chhatreshwari-gaunpalika;karnali-salyan-darma-gaunpalika;karnali-salyan-kalimati-gaunpalika;karnali-salyan-kapurkot-gaunpalika;karnali-salyan-kumakh-gaunpalika;karnali-salyan-siddha-kumakh-gaunpalika;karnali-salyan-tribeni-gaunpalika;karnali-jajarkot-bheri-municipality;karnali-jajarkot-chhedagad-municipality;karnali-jajarkot-nalgad-municipality;karnali-jajarkot-barekot-gaunpalika;karnali-jajarkot-junichande-gaunpalika;karnali-jajarkot-kushe-gaunpalika;karnali-jajarkot-shivalaya-gaunpalika;karnali-dailekh-aathabis-municipality;karnali-dailekh-chamunda-bindrasaini-municipality;karnali-dailekh-dullu-municipality;karnali-dailekh-narayan-municipality;karnali-dailekh-bhagawatimai-gaunpalika;karnali-dailekh-bhairabi-gaunpalika;karnali-dailekh-dungeshwar-gaunpalika;karnali-dailekh-gurans-gaunpalika,बागचौर नगरपालिका; बनगाड कुपिण्डे नगरपालिका; शारदा नगरपालिका; छत्रेश्वरी गाउँपालिका; दार्मा गाउँपालिका; कालीमाटी गाउँपालिका; कपुरकोट गाउँपालिका; कुमाख गाउँपालिका; सिद्ध कुमाख गाउँपालिका; त्रिवेणी गाउँपालिका; भेरी नगरपालिका; छेडागाड नगरपालिका; नलगाड नगरपालिका; बारेकोट गाउँपालिका; जुनीचाँदे गाउँपालिका; कुसे गाउँपालिका; शिवालय गाउँपालिका; आठबीस नगरपालिका; चामुण्डा विन्द्रासैनी नगरपालिका; दुल्लु नगरपालिका; नारायण नगरपालिका; भगवतीमाई गाउँपालिका; भैरवी गाउँपालिका; डुंगेश्वर गाउँपालिका; गुराँस गाउँपालिका,Bagchaur Municipality; Bangad Kupinde Municipality; Sharada Municipality; Chhatreshwari Gaunpalika; Darma Gaunpalika; Kalimati Gaunpalika; Kapurkot Gaunpalika; Kumakh Gaunpalika; Siddha Kumakh Gaunpalika; Tribeni Gaunpalika; Bheri Municipality; Chhedagad Municipality; Nalgad Municipality; Barekot Gaunpalika; Junichande Gaunpalika; Kushe Gaunpalika; Shivalaya Gaunpalika; Aathabis Municipality; Chamunda Bindrasaini Municipality; Dullu Municipality; Narayan Municipality; Bhagawatimai Gaunpalika; Bhairabi Gaunpalika; Dungeshwar Gaunpalika; Gurans Gaunpalika,10,500,3,200,60
