palika_id,province_en,province_ne,district_en,district_ne,palika_name_en,palika_name_ne,palika_type_en,palika_type_ne,palika_full_name_en,palika_full_name_ne,palika_label,wards,population_2021,area_km2,website,source_url
gandaki-mustang-gharapjhong-gaunpalika,Gandaki,गण्डकी,Mustang,मुस्ताङ,Gharapjhong,घरपझोङ,Gaunpalika,गाउँपालिका,Gharapjhong Gaunpalika,घरपझोङ गाउँपालिका,घरपझोङ गाउँपालिका / Gharapjhong Gaunpalika,0,3712,316.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-mustang-lo-ghekar-damodarkunda-gaunpalika,Gandaki,गण्डकी,Mustang,मुस्ताङ,Lo-Ghekar Damodarkunda,लो-घेकर दामोदरकुण्ड,Gaunpalika,गाउँपालिका,Lo-Ghekar Damodarkunda Gaunpalika,लो-घेकर दामोदरकुण्ड गाउँपालिका,लो-घेकर दामोदरकुण्ड गाउँपालिका / Lo-Ghekar Damodarkunda Gaunpalika,0,1292,1344.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-mustang-lomanthang-gaunpalika,Gandaki,गण्डकी,Mustang,मुस्ताङ,Lomanthang,लोमन्थाङ,Gaunpalika,गाउँपालिका,Lomanthang Gaunpalika,लोमन्थाङ गाउँपालिका,लोमन्थाङ गाउँपालिका / Lomanthang Gaunpalika,0,1430,727.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-mustang-thasang-gaunpalika,Gandaki,गण्डकी,Mustang,मुस्ताङ,Thasang,थासाङ,Gaunpalika,गाउँपालिका,Thasang Gaunpalika,थासाङ गाउँपालिका,थासाङ गाउँपालिका / Thasang Gaunpalika,0,2856,289.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-myagdi-annapurna-gaunpalika,Gandaki,गण्डकी,Myagdi,म्याग्दी,Annapurna,अन्नपुर्ण,Gaunpalika,गाउँपालिका,Annapurna Gaunpalika,अन्नपुर्ण गाउँपालिका,अन्नपुर्ण गाउँपालिका / Annapurna Gaunpalika,0,12323,556.41,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-myagdi-beni-municipality,Gandaki,गण्डकी,Myagdi,म्याग्दी,Beni,बेनी,Municipality,नगरपालिका,Beni Municipality,बेनी नगरपालिका,बेनी नगरपालिका / Beni Municipality,10,32697,76.57,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-myagdi-dhaulagiri-gaunpalika,Gandaki,गण्डकी,Myagdi,म्याग्दी,Dhaulagiri,धवलागिरी,Gaunpalika,गाउँपालिका,Dhaulagiri Gaunpalika,धवलागिरी गाउँपालिका,धवलागिरी गाउँपालिका / Dhaulagiri Gaunpalika,0,12616,1037.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-myagdi-malika-gaunpalika,Gandaki,गण्डकी,Myagdi,म्याग्दी,Malika,मालिका,Gaunpalika,गाउँपालिका,Malika Gaunpalika,मालिका गाउँपालिका,मालिका गाउँपालिका / Malika Gaunpalika,0,18332,147.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-myagdi-mangala-gaunpalika,Gandaki,गण्डकी,Myagdi,म्याग्दी,Mangala,मंगला,Gaunpalika,गाउँपालिका,Mangala Gaunpalika,मंगला गाउँपालिका,मंगला गाउँपालिका / Mangala Gaunpalika,0,14688,89.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-myagdi-raghuganga-gaunpalika,Gandaki,गण्डकी,Myagdi,म्याग्दी,Raghuganga,रघुगंगा,Gaunpalika,गाउँपालिका,Raghuganga Gaunpalika,रघुगंगा गाउँपालिका,रघुगंगा गाउँपालिका / Raghuganga Gaunpalika,0,14114,379.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-nawalpur-baudikali-gaunpalika,Gandaki,गण्डकी,Nawalpur,नवलपुर,Baudikali,बौदीकाली,Gaunpalika,गाउँपालिका,Baudikali Gaunpalika,बौदीकाली गाउँपालिका,बौदीकाली गाउँपालिका / Baudikali Gaunpalika,0,11338,91.87,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-nawalpur-binayi-triveni-gaunpalika,Gandaki,गण्डकी,Nawalpur,नवलपुर,Binayi Triveni,विनयी त्रिवेणी,Gaunpalika,गाउँपालिका,Binayi Triveni Gaunpalika,विनयी त्रिवेणी गाउँपालिका,विनयी त्रिवेणी गाउँपालिका / Binayi Triveni Gaunpalika,0,38370,267.13,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-nawalpur-bulingtar-gaunpalika,Gandaki,गण्डकी,Nawalpur,नवलपुर,Bulingtar,बुलिङटार,Gaunpalika,गाउँपालिका,Bulingtar Gaunpalika,बुलिङटार गाउँपालिका,बुलिङटार गाउँपालिका / Bulingtar Gaunpalika,0,14637,147.68,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-nawalpur-devchuli-municipality,Gandaki,गण्डकी,Nawalpur,नवलपुर,Devchuli,देवचुली,Municipality,नगरपालिका,Devchuli Municipality,देवचुली नगरपालिका,देवचुली नगरपालिका / Devchuli Municipality,17,58003,112.72,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-nawalpur-gaindakot-municipality,Gandaki,गण्डकी,Nawalpur,नवलपुर,Gaindakot,गैडाकोट,Municipality,नगरपालिका,Gaindakot Municipality,गैडाकोट नगरपालिका,गैडाकोट नगरपालिका / Gaindakot Municipality,18,79349,159.93,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-nawalpur-hupsekot-gaunpalika,Gandaki,गण्डकी,Nawalpur,नवलपुर,Hupsekot,हुप्सेकोट,Gaunpalika,गाउँपालिका,Hupsekot Gaunpalika,हुप्सेकोट गाउँपालिका,हुप्सेकोट गाउँपालिका / Hupsekot Gaunpalika,0,26583,189.21,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-nawalpur-kawasoti-municipality,Gandaki,गण्डकी,Nawalpur,नवलपुर,Kawasoti,कावासोती,Municipality,नगरपालिका,Kawasoti Municipality,कावासोती नगरपालिका,कावासोती नगरपालिका / Kawasoti Municipality,17,86821,108.34,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-nawalpur-madhyabindu-municipality,Gandaki,गण्डकी,Nawalpur,नवलपुर,Madhyabindu,मध्यविन्दु,Municipality,नगरपालिका,Madhyabindu Municipality,मध्यविन्दु नगरपालिका,मध्यविन्दु नगरपालिका / Madhyabindu Municipality,15,61091,233.35,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-parbat-bihadi-gaunpalika,Gandaki,गण्डकी,Parbat,पर्वत,Bihadi,विहादी,Gaunpalika,गाउँपालिका,Bihadi Gaunpalika,विहादी गाउँपालिका,विहादी गाउँपालिका / Bihadi Gaunpalika,0,10828,44.8,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-parbat-jaljala-gaunpalika,Gandaki,गण्डकी,Parbat,पर्वत,Jaljala,जलजला,Gaunpalika,गाउँपालिका,Jaljala Gaunpalika,जलजला गाउँपालिका,जलजला गाउँपालिका / Jaljala Gaunpalika,0,21119,82.26,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-parbat-kushma-municipality,Gandaki,गण्डकी,Parbat,पर्वत,Kushma,कुश्मा,Municipality,नगरपालिका,Kushma Municipality,कुश्मा नगरपालिका,कुश्मा नगरपालिका / Kushma Municipality,14,38101,93.18,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-parbat-mahashila-gaunpalika,Gandaki,गण्डकी,Parbat,पर्वत,Mahashila,महाशिला,Gaunpalika,गाउँपालिका,Mahashila Gaunpalika,महाशिला गाउँपालिका,महाशिला गाउँपालिका / Mahashila Gaunpalika,0,8116,49.38,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-parbat-modi-gaunpalika,Gandaki,गण्डकी,Parbat,पर्वत,Modi,मोदी,Gaunpalika,गाउँपालिका,Modi Gaunpalika,मोदी गाउँपालिका,मोदी गाउँपालिका / Modi Gaunpalika,0,18794,143.6,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-parbat-paiyun-gaunpalika,Gandaki,गण्डकी,Parbat,पर्वत,Paiyun,पैयूं,Gaunpalika,गाउँपालिका,Paiyun Gaunpalika,पैयूं गाउँपालिका,पैयूं गाउँपालिका / Paiyun Gaunpalika,0,12725,42.65,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-parbat-phalebas-municipality,Gandaki,गण्डकी,Parbat,पर्वत,Phalebas,फलेवास,Municipality,नगरपालिका,Phalebas Municipality,फलेवास नगरपालिका,फलेवास नगरपालिका / Phalebas Municipality,11,20468,85.7,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-syangja-aandhikhola-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Aandhikhola,आँधीखोला,Gaunpalika,गाउँपालिका,Aandhikhola Gaunpalika,आँधीखोला गाउँपालिका,आँधीखोला गाउँपालिका / Aandhikhola Gaunpalika,0,13094,69.61,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-arjun-chaupari-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Arjun Chaupari,अर्जुन चौपारी,Gaunpalika,गाउँपालिका,Arjun Chaupari Gaunpalika,अर्जुन चौपारी गाउँपालिका,अर्जुन चौपारी गाउँपालिका / Arjun Chaupari Gaunpalika,0,14045,57.22,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-bhirkot-municipality,Gandaki,गण्डकी,Syangja,स्याङग्जा,Bhirkot,भिरकोट,Municipality,नगरपालिका,Bhirkot Municipality,भिरकोट नगरपालिका,भिरकोट नगरपालिका / Bhirkot Municipality,9,22645,78.23,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-syangja-biruwa-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Biruwa,विरुवा,Gaunpalika,गाउँपालिका,Biruwa Gaunpalika,विरुवा गाउँपालिका,विरुवा गाउँपालिका / Biruwa Gaunpalika,0,14001,95.79,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-chapakot-municipality,Gandaki,गण्डकी,Syangja,स्याङग्जा,Chapakot,चापाकोट,Municipality,नगरपालिका,Chapakot Municipality,चापाकोट नगरपालिका,चापाकोट नगरपालिका / Chapakot Municipality,10,22969,120.59,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-syangja-galyang-municipality,Gandaki,गण्डकी,Syangja,स्याङग्जा,Galyang,गल्याङ,Municipality,नगरपालिका,Galyang Municipality,गल्याङ नगरपालिका,गल्याङ नगरपालिका / Galyang Municipality,11,31034,122.71,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-syangja-harinas-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Harinas,हरीनास,Gaunpalika,गाउँपालिका,Harinas Gaunpalika,हरीनास गाउँपालिका,हरीनास गाउँपालिका / Harinas Gaunpalika,0,13191,87.48,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-kaligandaki-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Kaligandaki,कालीगण्डकी,Gaunpalika,गाउँपालिका,Kaligandaki Gaunpalika,कालीगण्डकी गाउँपालिका,कालीगण्डकी गाउँपालिका / Kaligandaki Gaunpalika,0,17955,73.51,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-phedikhola-gaunpalika,Gandaki,गण्डकी,Syangja,स्याङग्जा,Phedikhola,फेदीखोला,Gaunpalika,गाउँपालिका,Phedikhola Gaunpalika,फेदीखोला गाउँपालिका,फेदीखोला गाउँपालिका / Phedikhola Gaunpalika,0,10899,56.73,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-syangja-putalibazar-municipality,Gandaki,गण्डकी,Syangja,स्याङग्जा,Putalibazar,पुतलीबजार,Municipality,नगरपालिका,Putalibazar Municipality,पुतलीबजार नगरपालिका,पुतलीबजार नगरपालिका / Putalibazar Municipality,14,41743,147.21,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-syangja-waling-municipality,Gandaki,गण्डकी,Syangja,स्याङग्जा,Waling,वालिङ,Municipality,नगरपालिका,Waling Municipality,वालिङ नगरपालिका,वालिङ नगरपालिका / Waling Municipality,14,50488,128.4,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-tanahun-aanbu-khaireni-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Aanbu Khaireni,आँबुखैरेनी,Gaunpalika,गाउँपालिका,Aanbu Khaireni Gaunpalika,आँबुखैरेनी गाउँपालिका,आँबुखैरेनी गाउँपालिका / Aanbu Khaireni Gaunpalika,0,22252,128.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-bandipur-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Bandipur,बन्दिपुर,Gaunpalika,गाउँपालिका,Bandipur Gaunpalika,बन्दिपुर गाउँपालिका,बन्दिपुर गाउँपालिका / Bandipur Gaunpalika,0,18532,102.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-bhanu-municipality,Gandaki,गण्डकी,Tanahun,तनहुँ,Bhanu,भानु,Municipality,नगरपालिका,Bhanu Municipality,भानु नगरपालिका,भानु नगरपालिका / Bhanu Municipality,13,42794,184,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-tanahun-bhimad-municipality,Gandaki,गण्डकी,Tanahun,तनहुँ,Bhimad,भिमाद,Municipality,नगरपालिका,Bhimad Municipality,भिमाद नगरपालिका,भिमाद नगरपालिका / Bhimad Municipality,9,29248,129,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-tanahun-devghat-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Devghat,देवघाट,Gaunpalika,गाउँपालिका,Devghat Gaunpalika,देवघाट गाउँपालिका,देवघाट गाउँपालिका / Devghat Gaunpalika,0,14584,159.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-ghiring-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Ghiring,घिरिङ,Gaunpalika,गाउँपालिका,Ghiring Gaunpalika,घिरिङ गाउँपालिका,घिरिङ गाउँपालिका / Ghiring Gaunpalika,0,14334,126.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-myagde-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Myagde,म्याग्दे,Gaunpalika,गाउँपालिका,Myagde Gaunpalika,म्याग्दे गाउँपालिका,म्याग्दे गाउँपालिका / Myagde Gaunpalika,0,23578,115.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-rhishing-gaunpalika,Gandaki,गण्डकी,Tanahun,तनहुँ,Rhishing,ऋषिङ्ग,Gaunpalika,गाउँपालिका,Rhishing Gaunpalika,ऋषिङ्ग गाउँपालिका,ऋषिङ्ग गाउँपालिका / Rhishing Gaunpalika,0,17918,215.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
gandaki-tanahun-shuklagandaki-municipality,Gandaki,गण्डकी,Tanahun,तनहुँ,Shuklagandaki,शुक्लागण्डकी,Municipality,नगरपालिका,Shuklagandaki Municipality,शुक्लागण्डकी नगरपालिका,शुक्लागण्डकी नगरपालिका / Shuklagandaki Municipality,12,55620,165,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
gandaki-tanahun-vyas-municipality,Gandaki,गण्डकी,Tanahun,तनहुँ,Vyas,व्यास,Municipality,नगरपालिका,Vyas Municipality,व्यास नगरपालिका,व्यास नगरपालिका / Vyas Municipality,14,78939,248,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dailekh-aathabis-municipality,Karnali,कर्णाली,Dailekh,दैलेख,Aathabis,आठबीस,Municipality,नगरपालिका,Aathabis Municipality,आठबीस नगरपालिका,आठबीस नगरपालिका / Aathabis Municipality,9,31092,168,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dailekh-bhagawatimai-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Bhagawatimai,भगवतीमाई,Gaunpalika,गाउँपालिका,Bhagawatimai Gaunpalika,भगवतीमाई गाउँपालिका,भगवतीमाई गाउँपालिका / Bhagawatimai Gaunpalika,0,18206,151.52,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-bhairabi-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Bhairabi,भैरवी,Gaunpalika,गाउँपालिका,Bhairabi Gaunpalika,भैरवी गाउँपालिका,भैरवी गाउँपालिका / Bhairabi Gaunpalika,0,18767,110.46,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-chamunda-bindrasaini-municipality,Karnali,कर्णाली,Dailekh,दैलेख,Chamunda Bindrasaini,चामुण्डा विन्द्रासैनी,Municipality,नगरपालिका,Chamunda Bindrasaini Municipality,चामुण्डा विन्द्रासैनी नगरपालिका,चामुण्डा विन्द्रासैनी नगरपालिका / Chamunda Bindrasaini Municipality,9,26559,90.6,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dailekh-dullu-municipality,Karnali,कर्णाली,Dailekh,दैलेख,Dullu,दुल्लु,Municipality,नगरपालिका,Dullu Municipality,दुल्लु नगरपालिका,दुल्लु नगरपालिका / Dullu Municipality,13,39143,156.77,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dailekh-dungeshwar-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Dungeshwar,डुंगेश्वर,Gaunpalika,गाउँपालिका,Dungeshwar Gaunpalika,डुंगेश्वर गाउँपालिका,डुंगेश्वर गाउँपालिका / Dungeshwar Gaunpalika,0,14533,105.19,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-gurans-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Gurans,गुराँस,Gaunpalika,गाउँपालिका,Gurans Gaunpalika,गुराँस गाउँपालिका,गुराँस गाउँपालिका / Gurans Gaunpalika,0,21189,164.79,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-mahabu-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Mahabu,महावु,Gaunpalika,गाउँपालिका,Mahabu Gaunpalika,महावु गाउँपालिका,महावु गाउँपालिका / Mahabu Gaunpalika,0,18059,110.8,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-narayan-municipality,Karnali,कर्णाली,Dailekh,दैलेख,Narayan,नारायण,Municipality,नगरपालिका,Narayan Municipality,नारायण नगरपालिका,नारायण नगरपालिका / Narayan Municipality,11,26111,110.63,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dailekh-naumule-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Naumule,नौमुले,Gaunpalika,गाउँपालिका,Naumule Gaunpalika,नौमुले गाउँपालिका,नौमुले गाउँपालिका / Naumule Gaunpalika,0,19687,228.59,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dailekh-thantikandh-gaunpalika,Karnali,कर्णाली,Dailekh,दैलेख,Thantikandh,ठाँटीकाँध,Gaunpalika,गाउँपालिका,Thantikandh Gaunpalika,ठाँटीकाँध गाउँपालिका,ठाँटीकाँध गाउँपालिका / Thantikandh Gaunpalika,0,18301,88.22,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-chharka-tangsong-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Chharka Tangsong,छार्का ताङसोङ,Gaunpalika,गाउँपालिका,Chharka Tangsong Gaunpalika,छार्का ताङसोङ गाउँपालिका,छार्का ताङसोङ गाउँपालिका / Chharka Tangsong Gaunpalika,0,1672,345.57,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-dolpo-buddha-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Dolpo Buddha,डोल्पो बुद्ध,Gaunpalika,गाउँपालिका,Dolpo Buddha Gaunpalika,डोल्पो बुद्ध गाउँपालिका,डोल्पो बुद्ध गाउँपालिका / Dolpo Buddha Gaunpalika,0,2420,377.38,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-jagadulla-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Jagadulla,जगदुल्ला,Gaunpalika,गाउँपालिका,Jagadulla Gaunpalika,जगदुल्ला गाउँपालिका,जगदुल्ला गाउँपालिका / Jagadulla Gaunpalika,0,2575,83.3,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-kaike-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Kaike,काईके,Gaunpalika,गाउँपालिका,Kaike Gaunpalika,काईके गाउँपालिका,काईके गाउँपालिका / Kaike Gaunpalika,0,3965,466.6,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-mudkechula-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Mudkechula,मुड्केचुला,Gaunpalika,गाउँपालिका,Mudkechula Gaunpalika,मुड्केचुला गाउँपालिका,मुड्केचुला गाउँपालिका / Mudkechula Gaunpalika,0,5803,250.08,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-shey-phoksundo-gaunpalika,Karnali,कर्णाली,Dolpa,डोल्पा,Shey Phoksundo,शे फोक्सुन्डो,Gaunpalika,गाउँपालिका,Shey Phoksundo Gaunpalika,शे फोक्सुन्डो गाउँपालिका,शे फोक्सुन्डो गाउँपालिका / Shey Phoksundo Gaunpalika,0,3635,123.07,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-dolpa-thuli-bheri-municipality,Karnali,कर्णाली,Dolpa,डोल्पा,Thuli Bheri,ठूली भेरी,Municipality,नगरपालिका,Thuli Bheri Municipality,ठूली भेरी नगरपालिका,ठूली भेरी नगरपालिका / Thuli Bheri Municipality,11,9861,421.34,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-dolpa-tripura-sundari-municipality,Karnali,कर्णाली,Dolpa,डोल्पा,Tripura Sundari,त्रिपुरासुन्दरी,Municipality,नगरपालिका,Tripura Sundari Municipality,त्रिपुरासुन्दरी नगरपालिका,त्रिपुरासुन्दरी नगरपालिका / Tripura Sundari Municipality,11,12233,393.54,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-humla-adanchuli-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Adanchuli,अदानचुली,Gaunpalika,गाउँपालिका,Adanchuli Gaunpalika,अदानचुली गाउँपालिका,अदानचुली गाउँपालिका / Adanchuli Gaunpalika,0,8265,150.61,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-chankheli-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Chankheli,चंखेली,Gaunpalika,गाउँपालिका,Chankheli Gaunpalika,चंखेली गाउँपालिका,चंखेली गाउँपालिका / Chankheli Gaunpalika,0,6579,1310.41,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-kharpunath-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Kharpunath,खार्पुनाथ,Gaunpalika,गाउँपालिका,Kharpunath Gaunpalika,खार्पुनाथ गाउँपालिका,खार्पुनाथ गाउँपालिका / Kharpunath Gaunpalika,0,6736,880.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-namkha-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Namkha,नाम्खा,Gaunpalika,गाउँपालिका,Namkha Gaunpalika,नाम्खा गाउँपालिका,नाम्खा गाउँपालिका / Namkha Gaunpalika,0,3589,2419.64,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-sarkegad-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Sarkegad,सर्केगाड,Gaunpalika,गाउँपालिका,Sarkegad Gaunpalika,सर्केगाड गाउँपालिका,सर्केगाड गाउँपालिका / Sarkegad Gaunpalika,0,10688,306.7,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-simkot-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Simkot,सिमकोट,Gaunpalika,गाउँपालिका,Simkot Gaunpalika,सिमकोट गाउँपालिका,सिमकोट गाउँपालिका / Simkot Gaunpalika,0,11935,785.89,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-humla-tanjakot-gaunpalika,Karnali,कर्णाली,Humla,हुम्ला,Tanjakot,ताँजाकोट,Gaunpalika,गाउँपालिका,Tanjakot Gaunpalika,ताँजाकोट गाउँपालिका,ताँजाकोट गाउँपालिका / Tanjakot Gaunpalika,0,6092,159.1,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-jajarkot-barekot-gaunpalika,Karnali,कर्णाली,Jajarkot,जाजरकोट,Barekot,बारेकोट,Gaunpalika,गाउँपालिका,Barekot Gaunpalika,बारेकोट गाउँपालिका,बारेकोट गाउँपालिका / Barekot Gaunpalika,0,22005,577.5,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-jajarkot-bheri-municipality,Karnali,कर्णाली,Jajarkot,जाजरकोट,Bheri,भेरी,Municipality,नगरपालिका,Bheri Municipality,भेरी नगरपालिका,भेरी नगरपालिका / Bheri Municipality,13,37892,219.77,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-jajarkot-chhedagad-municipality,Karnali,कर्णाली,Jajarkot,जाजरकोट,Chhedagad,छेडागाड,Municipality,नगरपालिका,Chhedagad Municipality,छेडागाड नगरपालिका,छेडागाड नगरपालिका / Chhedagad Municipality,13,37877,284.2,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
karnali-jajarkot-junichande-gaunpalika,Karnali,कर्णाली,Jajarkot,जाजरकोट,Junichande,जुनीचाँदे,Gaunpalika,गाउँपालिका,Junichande Gaunpalika,जुनीचाँदे गाउँपालिका,जुनीचाँदे गाउँपालिका / Junichande Gaunpalika,0,23771,346.21,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-jajarkot-kushe-gaunpalika,Karnali,कर्णाली,Jajarkot,जाजरकोट,Kushe,कुसे,Gaunpalika,गाउँपालिका,Kushe Gaunpalika,कुसे गाउँपालिका,कुसे गाउँपालिका / Kushe Gaunpalika,0,23058,273.97,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
karnali-jajarkot-nalgad-municipality,Karnali,कर्णाली,Jajarkot,जाजरकोट,Nalgad,नलगाड,Municipality,नगरपालिका,Nalgad Municipality,नलगाड नगरपालिका,नलगाड नगरपालिका / Nalgad Municipality,13,28922,387.44,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
