palika_id,province_en,province_ne,district_en,district_ne,palika_name_en,palika_name_ne,palika_type_en,palika_type_ne,palika_full_name_en,palika_full_name_ne,palika_label,wards,population_2021,area_km2,website,source_url
bagmati-bhaktapur-bhaktapur-municipality,Bagmati,बागमती,Bhaktapur,भक्तपुर,Bhaktapur,भक्तपुर,Municipality,नगरपालिका,Bhaktapur Municipality,भक्तपुर नगरपालिका,भक्तपुर नगरपालिका / Bhaktapur Municipality,10,79136,6.89,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-bhaktapur-changunarayan-municipality,Bagmati,बागमती,Bhaktapur,भक्तपुर,Changunarayan,चाँगुनारायण,Municipality,नगरपालिका,Changunarayan Municipality,चाँगुनारायण नगरपालिका,चाँगुनारायण नगरपालिका / Changunarayan Municipality,9,88083,62.98,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-bhaktapur-madhyapur-thimi-municipality,Bagmati,बागमती,Bhaktapur,भक्तपुर,Madhyapur Thimi,मध्यपुर थिमी,Municipality,नगरपालिका,Madhyapur Thimi Municipality,मध्यपुर थिमी नगरपालिका,मध्यपुर थिमी नगरपालिका / Madhyapur Thimi Municipality,9,119756,11.47,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-bhaktapur-suryabinayak-municipality,Bagmati,बागमती,Bhaktapur,भक्तपुर,Suryabinayak,सूर्यविनायक,Municipality,नगरपालिका,Suryabinayak Municipality,सूर्यविनायक नगरपालिका,सूर्यविनायक नगरपालिका / Suryabinayak Municipality,10,140085,42.45,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-bharatpur-metropolitan-city,Bagmati,बागमती,Chitwan,चितवन,Bharatpur,भरतपुर,Metropolitan City,महानगरपालिका,Bharatpur Metropolitan City,भरतपुर महानगरपालिका,भरतपुर महानगरपालिका / Bharatpur Metropolitan City,29,369268,432.95,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-ichchhakamana-gaunpalika,Bagmati,बागमती,Chitwan,चितवन,Ichchhakamana,इच्छाकामना,Gaunpalika,गाउँपालिका,Ichchhakamana Gaunpalika,इच्छाकामना गाउँपालिका,इच्छाकामना गाउँपालिका / Ichchhakamana Gaunpalika,0,27643,166.73,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-chitwan-kalika-municipality,Bagmati,बागमती,Chitwan,चितवन,Kalika,कालिका,Municipality,नगरपालिका,Kalika Municipality,कालिका नगरपालिका,कालिका नगरपालिका / Kalika Municipality,11,52164,149.08,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-khairhani-municipality,Bagmati,बागमती,Chitwan,चितवन,Khairhani,खैरहनी,Municipality,नगरपालिका,Khairhani Municipality,खैरहनी नगरपालिका,खैरहनी नगरपालिका / Khairhani Municipality,13,67385,85.55,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-madi-municipality,Bagmati,बागमती,Chitwan,चितवन,Madi,माडी,Municipality,नगरपालिका,Madi Municipality,माडी नगरपालिका,माडी नगरपालिका / Madi Municipality,9,38295,218.24,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-rapti-municipality,Bagmati,बागमती,Chitwan,चितवन,Rapti,राप्ती,Municipality,नगरपालिका,Rapti Municipality,राप्ती नगरपालिका,राप्ती नगरपालिका / Rapti Municipality,13,66617,212.31,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-chitwan-ratnanagar-municipality,Bagmati,बागमती,Chitwan,चितवन,Ratnanagar,रत्ननगर,Municipality,नगरपालिका,Ratnanagar Municipality,रत्ननगर नगरपालिका,रत्ननगर नगरपालिका / Ratnanagar Municipality,16,89905,68.68,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-dhading-benighat-rorang-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Benighat Rorang,बेनीघाट रोराङ्ग,Gaunpalika,गाउँपालिका,Benighat Rorang Gaunpalika,बेनीघाट रोराङ्ग गाउँपालिका,बेनीघाट रोराङ्ग गाउँपालिका / Benighat Rorang Gaunpalika,0,33854,29.17,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-dhunibeshi-municipality,Bagmati,बागमती,Dhading,धादिङ,Dhunibeshi,धुनीबेंशी,Municipality,नगरपालिका,Dhunibeshi Municipality,धुनीबेंशी नगरपालिका,धुनीबेंशी नगरपालिका / Dhunibeshi Municipality,9,29149,96.3,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-dhading-gajuri-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Gajuri,गजुरी,Gaunpalika,गाउँपालिका,Gajuri Gaunpalika,गजुरी गाउँपालिका,गजुरी गाउँपालिका / Gajuri Gaunpalika,0,28634,138.66,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-galchhi-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Galchhi,गल्छी,Gaunpalika,गाउँपालिका,Galchhi Gaunpalika,गल्छी गाउँपालिका,गल्छी गाउँपालिका / Galchhi Gaunpalika,0,23733,129.08,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-ganga-jamuna-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Ganga Jamuna,गङ्गाजमुना,Gaunpalika,गाउँपालिका,Ganga Jamuna Gaunpalika,गङ्गाजमुना गाउँपालिका,गङ्गाजमुना गाउँपालिका / Ganga Jamuna Gaunpalika,0,19265,152.72,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-jwalamukhi-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Jwalamukhi,ज्वालामूखी,Gaunpalika,गाउँपालिका,Jwalamukhi Gaunpalika,ज्वालामूखी गाउँपालिका,ज्वालामूखी गाउँपालिका / Jwalamukhi Gaunpalika,0,21338,114.04,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-khaniyabas-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Khaniyabas,खनियाबास,Gaunpalika,गाउँपालिका,Khaniyabas Gaunpalika,खनियाबास गाउँपालिका,खनियाबास गाउँपालिका / Khaniyabas Gaunpalika,0,10287,120.8,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-netrawati-dabjong-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Netrawati Dabjong,नेत्रावती डबजोङ,Gaunpalika,गाउँपालिका,Netrawati Dabjong Gaunpalika,नेत्रावती डबजोङ गाउँपालिका,नेत्रावती डबजोङ गाउँपालिका / Netrawati Dabjong Gaunpalika,0,11310,181.78,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-nilkantha-municipality,Bagmati,बागमती,Dhading,धादिङ,Nilkantha,निलकण्ठ,Municipality,नगरपालिका,Nilkantha Municipality,निलकण्ठ नगरपालिका,निलकण्ठ नगरपालिका / Nilkantha Municipality,14,58828,197.7,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-dhading-rubi-valley-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Rubi Valley,रुवी भ्याली,Gaunpalika,गाउँपालिका,Rubi Valley Gaunpalika,रुवी भ्याली गाउँपालिका,रुवी भ्याली गाउँपालिका / Rubi Valley Gaunpalika,0,10781,401.85,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-siddhalekh-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Siddhalekh,सिद्धलेक,Gaunpalika,गाउँपालिका,Siddhalekh Gaunpalika,सिद्धलेक गाउँपालिका,सिद्धलेक गाउँपालिका / Siddhalekh Gaunpalika,0,22214,106.09,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-thakre-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Thakre,थाक्रे,Gaunpalika,गाउँपालिका,Thakre Gaunpalika,थाक्रे गाउँपालिका,थाक्रे गाउँपालिका / Thakre Gaunpalika,0,32374,96.41,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dhading-tripurasundari-gaunpalika,Bagmati,बागमती,Dhading,धादिङ,Tripurasundari,त्रिपुरासुन्दरी,Gaunpalika,गाउँपालिका,Tripurasundari Gaunpalika,त्रिपुरासुन्दरी गाउँपालिका,त्रिपुरासुन्दरी गाउँपालिका / Tripurasundari Gaunpalika,0,21937,271.23,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-baiteshwar-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Baiteshwar,वैतेश्वर,Gaunpalika,गाउँपालिका,Baiteshwar Gaunpalika,वैतेश्वर गाउँपालिका,वैतेश्वर गाउँपालिका / Baiteshwar Gaunpalika,0,17896,80.41,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-bhimeshwar-municipality,Bagmati,बागमती,Dolakha,दोलखा,Bhimeshwar,भीमेश्वर,Municipality,नगरपालिका,Bhimeshwar Municipality,भीमेश्वर नगरपालिका,भीमेश्वर नगरपालिका / Bhimeshwar Municipality,9,34712,132.5,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-dolakha-bigu-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Bigu,विगु,Gaunpalika,गाउँपालिका,Bigu Gaunpalika,विगु गाउँपालिका,विगु गाउँपालिका / Bigu Gaunpalika,0,16490,663.2,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-gaurishankar-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Gaurishankar,गौरिशंकर,Gaunpalika,गाउँपालिका,Gaurishankar Gaunpalika,गौरिशंकर गाउँपालिका,गौरिशंकर गाउँपालिका / Gaurishankar Gaunpalika,0,15995,681.39,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-jiri-municipality,Bagmati,बागमती,Dolakha,दोलखा,Jiri,जिरी,Municipality,नगरपालिका,Jiri Municipality,जिरी नगरपालिका,जिरी नगरपालिका / Jiri Municipality,9,16109,211.27,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-dolakha-kalinchok-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Kalinchok,कालिन्चोक,Gaunpalika,गाउँपालिका,Kalinchok Gaunpalika,कालिन्चोक गाउँपालिका,कालिन्चोक गाउँपालिका / Kalinchok Gaunpalika,0,21097,132.49,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-melung-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Melung,मेलुङ,Gaunpalika,गाउँपालिका,Melung Gaunpalika,मेलुङ गाउँपालिका,मेलुङ गाउँपालिका / Melung Gaunpalika,0,15893,86.54,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-shailung-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Shailung,शैलुङ,Gaunpalika,गाउँपालिका,Shailung Gaunpalika,शैलुङ गाउँपालिका,शैलुङ गाउँपालिका / Shailung Gaunpalika,0,17923,128.67,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-dolakha-tamakoshi-gaunpalika,Bagmati,बागमती,Dolakha,दोलखा,Tamakoshi,तामाकोशी,Gaunpalika,गाउँपालिका,Tamakoshi Gaunpalika,तामाकोशी गाउँपालिका,तामाकोशी गाउँपालिका / Tamakoshi Gaunpalika,0,15163,153.06,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kathmandu-budhanilkantha-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Budhanilkantha,बुढानिलकण्ठ,Municipality,नगरपालिका,Budhanilkantha Municipality,बुढानिलकण्ठ नगरपालिका,बुढानिलकण्ठ नगरपालिका / Budhanilkantha Municipality,13,177557,34.8,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-chandragiri-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Chandragiri,चन्द्रागिरी,Municipality,नगरपालिका,Chandragiri Municipality,चन्द्रागिरी नगरपालिका,चन्द्रागिरी नगरपालिका / Chandragiri Municipality,15,136860,43.9,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-dakshinkali-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Dakshinkali,दक्षिणकाली,Municipality,नगरपालिका,Dakshinkali Municipality,दक्षिणकाली नगरपालिका,दक्षिणकाली नगरपालिका / Dakshinkali Municipality,9,26372,42.68,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-gokarneshwar-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Gokarneshwar,गोकर्णेश्वर,Municipality,नगरपालिका,Gokarneshwar Municipality,गोकर्णेश्वर नगरपालिका,गोकर्णेश्वर नगरपालिका / Gokarneshwar Municipality,9,149366,58.5,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-kageshwari-manohara-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Kageshwari-Manohara,कागेश्वरी मनोहरा,Municipality,नगरपालिका,Kageshwari-Manohara Municipality,कागेश्वरी मनोहरा नगरपालिका,कागेश्वरी मनोहरा नगरपालिका / Kageshwari-Manohara Municipality,9,130433,27.38,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-kathmandu-metropolitan-city,Bagmati,बागमती,Kathmandu,काठमाडौँ,Kathmandu,काठमाडौँ,Metropolitan City,महानगरपालिका,Kathmandu Metropolitan City,काठमाडौँ महानगरपालिका,काठमाडौँ महानगरपालिका / Kathmandu Metropolitan City,32,862400,49.45,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-kirtipur-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Kirtipur,किर्तिपुर,Municipality,नगरपालिका,Kirtipur Municipality,किर्तिपुर नगरपालिका,किर्तिपुर नगरपालिका / Kirtipur Municipality,10,81578,14.76,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-nagarjun-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Nagarjun,नागार्जुन,Municipality,नगरपालिका,Nagarjun Municipality,नागार्जुन नगरपालिका,नागार्जुन नगरपालिका / Nagarjun Municipality,10,115437,29.85,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-shankharapur-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Shankharapur,शङ्खरापुर,Municipality,नगरपालिका,Shankharapur Municipality,शङ्खरापुर नगरपालिका,शङ्खरापुर नगरपालिका / Shankharapur Municipality,9,29318,60.21,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-tarakeshwar-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Tarakeshwar,तारकेश्वर,Municipality,नगरपालिका,Tarakeshwar Municipality,तारकेश्वर नगरपालिका,तारकेश्वर नगरपालिका / Tarakeshwar Municipality,11,151479,54.95,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kathmandu-tokha-municipality,Bagmati,बागमती,Kathmandu,काठमाडौँ,Tokha,टोखा,Municipality,नगरपालिका,Tokha Municipality,टोखा नगरपालिका,टोखा नगरपालिका / Tokha Municipality,11,133755,17.11,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-banepa-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Banepa,बनेपा,Municipality,नगरपालिका,Banepa Municipality,बनेपा नगरपालिका,बनेपा नगरपालिका / Banepa Municipality,14,67690,54.59,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-bethanchok-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Bethanchok,बेथानचोक,Gaunpalika,गाउँपालिका,Bethanchok Gaunpalika,बेथानचोक गाउँपालिका,बेथानचोक गाउँपालिका / Bethanchok Gaunpalika,0,14959,101.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-bhumlu-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Bhumlu,भुम्लु,Gaunpalika,गाउँपालिका,Bhumlu Gaunpalika,भुम्लु गाउँपालिका,भुम्लु गाउँपालिका / Bhumlu Gaunpalika,0,15678,91.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-chaunri-deurali-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Chaunri Deurali,चौंरी देउराली,Gaunpalika,गाउँपालिका,Chaunri Deurali Gaunpalika,चौंरी देउराली गाउँपालिका,चौंरी देउराली गाउँपालिका / Chaunri Deurali Gaunpalika,0,14076,98.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-dhulikhel-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Dhulikhel,धुलिखेल,Municipality,नगरपालिका,Dhulikhel Municipality,धुलिखेल नगरपालिका,धुलिखेल नगरपालिका / Dhulikhel Municipality,12,33726,55,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-khanikhola-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Khanikhola,खानीखोला,Gaunpalika,गाउँपालिका,Khanikhola Gaunpalika,खानीखोला गाउँपालिका,खानीखोला गाउँपालिका / Khanikhola Gaunpalika,0,12201,132.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-mahabharat-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Mahabharat,महाभारत,Gaunpalika,गाउँपालिका,Mahabharat Gaunpalika,महाभारत गाउँपालिका,महाभारत गाउँपालिका / Mahabharat Gaunpalika,0,16079,186.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-mandan-deupur-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Mandan Deupur,मण्डनदेउपुर,Municipality,नगरपालिका,Mandan Deupur Municipality,मण्डनदेउपुर नगरपालिका,मण्डनदेउपुर नगरपालिका / Mandan Deupur Municipality,12,30381,89,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-namobuddha-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Namobuddha,नमोबुद्ध,Municipality,नगरपालिका,Namobuddha Municipality,नमोबुद्ध नगरपालिका,नमोबुद्ध नगरपालिका / Namobuddha Municipality,11,26160,102,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-panchkhal-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Panchkhal,पाँचखाल,Municipality,नगरपालिका,Panchkhal Municipality,पाँचखाल नगरपालिका,पाँचखाल नगरपालिका / Panchkhal Municipality,13,35521,103,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-paunauti-municipality,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Paunauti,पनौती,Municipality,नगरपालिका,Paunauti Municipality,पनौती नगरपालिका,पनौती नगरपालिका / Paunauti Municipality,12,51504,118,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-kavrepalanchok-roshi-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Roshi,रोशी,Gaunpalika,गाउँपालिका,Roshi Gaunpalika,रोशी गाउँपालिका,रोशी गाउँपालिका / Roshi Gaunpalika,0,23790,176.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-kavrepalanchok-temal-gaunpalika,Bagmati,बागमती,Kavrepalanchok,काभ्रेपलान्चोक,Temal,तेमाल,Gaunpalika,गाउँपालिका,Temal Gaunpalika,तेमाल गाउँपालिका,तेमाल गाउँपालिका / Temal Gaunpalika,0,16957,89.0,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-lalitpur-bagmati-gaunpalika,Bagmati,बागमती,Lalitpur,ललितपुर,Bagmati,बाग्मती,Gaunpalika,गाउँपालिका,Bagmati Gaunpalika,बाग्मती गाउँपालिका,बाग्मती गाउँपालिका / Bagmati Gaunpalika,0,11353,111.49,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-lalitpur-godawari-municipality,Bagmati,बागमती,Lalitpur,ललितपुर,Godawari,गोदावरी,Municipality,नगरपालिका,Godawari Municipality,गोदावरी नगरपालिका,गोदावरी नगरपालिका / Godawari Municipality,14,97633,96.11,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-lalitpur-konjyosom-gaunpalika,Bagmati,बागमती,Lalitpur,ललितपुर,Konjyosom,कोन्ज्योसोम,Gaunpalika,गाउँपालिका,Konjyosom Gaunpalika,कोन्ज्योसोम गाउँपालिका,कोन्ज्योसोम गाउँपालिका / Konjyosom Gaunpalika,0,8989,44.16,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-lalitpur-lalitpur-metropolitan-city,Bagmati,बागमती,Lalitpur,ललितपुर,Lalitpur,ललितपुर,Metropolitan City,महानगरपालिका,Lalitpur Metropolitan City,ललितपुर महानगरपालिका,ललितपुर महानगरपालिका / Lalitpur Metropolitan City,29,294098,36.12,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-lalitpur-mahalaxmi-municipality,Bagmati,बागमती,Lalitpur,ललितपुर,Mahalaxmi,महालक्ष्मी,Municipality,नगरपालिका,Mahalaxmi Municipality,महालक्ष्मी नगरपालिका,महालक्ष्मी नगरपालिका / Mahalaxmi Municipality,10,123116,26.51,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-lalitpur-mahankal-gaunpalika,Bagmati,बागमती,Lalitpur,ललितपुर,Mahankal,महाङ्काल,Gaunpalika,गाउँपालिका,Mahankal Gaunpalika,महाङ्काल गाउँपालिका,महाङ्काल गाउँपालिका / Mahankal Gaunpalika,0,8122,82.44,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makawanpur-hetauda-sub-metropolitan-city,Bagmati,बागमती,Makawanpur,मकवानपुर,Hetauda,हेटौडा,Sub-Metropolitan City,उपमहानगरपालिका,Hetauda Sub-Metropolitan City,हेटौडा उपमहानगरपालिका,हेटौडा उपमहानगरपालिका / Hetauda Sub-Metropolitan City,19,193576,261.59,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-makawanpur-thaha-municipality,Bagmati,बागमती,Makawanpur,मकवानपुर,Thaha,थाहा,Municipality,नगरपालिका,Thaha Municipality,थाहा नगरपालिका,थाहा नगरपालिका / Thaha Municipality,12,38870,191.12,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-makwanpur-bagmati-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Bagmati,बाग्मती,Gaunpalika,गाउँपालिका,Bagmati Gaunpalika,बाग्मती गाउँपालिका,बाग्मती गाउँपालिका / Bagmati Gaunpalika,0,30425,311.79,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-bakaiya-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Bakaiya,बकैया,Gaunpalika,गाउँपालिका,Bakaiya Gaunpalika,बकैया गाउँपालिका,बकैया गाउँपालिका / Bakaiya Gaunpalika,0,40907,393.75,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-bhimphedi-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Bhimphedi,भीमफेदी,Gaunpalika,गाउँपालिका,Bhimphedi Gaunpalika,भीमफेदी गाउँपालिका,भीमफेदी गाउँपालिका / Bhimphedi Gaunpalika,0,21516,245.27,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-indrasarowar-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Indrasarowar,ईन्द्र सरोवर,Gaunpalika,गाउँपालिका,Indrasarowar Gaunpalika,ईन्द्र सरोवर गाउँपालिका,ईन्द्र सरोवर गाउँपालिका / Indrasarowar Gaunpalika,0,13534,97.34,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-kailash-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Kailash,कैलाश,Gaunpalika,गाउँपालिका,Kailash Gaunpalika,कैलाश गाउँपालिका,कैलाश गाउँपालिका / Kailash Gaunpalika,0,21856,204.48,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-makawanpurgadhi-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Makawanpurgadhi,मकवानपुरगढी,Gaunpalika,गाउँपालिका,Makawanpurgadhi Gaunpalika,मकवानपुरगढी गाउँपालिका,मकवानपुरगढी गाउँपालिका / Makawanpurgadhi Gaunpalika,0,24461,148.72,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-manahari-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Manahari,मनहरी,Gaunpalika,गाउँपालिका,Manahari Gaunpalika,मनहरी गाउँपालिका,मनहरी गाउँपालिका / Manahari Gaunpalika,0,47353,199.52,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-makwanpur-raksirang-gaunpalika,Bagmati,बागमती,Makwanpur,मकवानपुर,Raksirang,राक्सिराङ्ग,Gaunpalika,गाउँपालिका,Raksirang Gaunpalika,राक्सिराङ्ग गाउँपालिका,राक्सिराङ्ग गाउँपालिका / Raksirang Gaunpalika,0,25996,226.7,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-nuwakot-belkotgadhi-municipality,Bagmati,बागमती,Nuwakot,नुवाकोट,Belkotgadhi,बेलकोटगढी,Municipality,नगरपालिका,Belkotgadhi Municipality,बेलकोटगढी नगरपालिका,बेलकोटगढी नगरपालिका / Belkotgadhi Municipality,13,35224,155.6,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-nuwakot-bidur-municipality,Bagmati,बागमती,Nuwakot,नुवाकोट,Bidur,विदुर,Municipality,नगरपालिका,Bidur Municipality,विदुर नगरपालिका,विदुर नगरपालिका / Bidur Municipality,13,59227,130.01,,https://en.wikipedia.org/wiki/List_of_cities_in_Nepal
bagmati-nuwakot-dupcheshwar-gaunpalika,Bagmati,बागमती,Nuwakot,नुवाकोट,Dupcheshwar,दुप्चेश्वर,Gaunpalika,गाउँपालिका,Dupcheshwar Gaunpalika,दुप्चेश्वर गाउँपालिका,दुप्चेश्वर गाउँपालिका / Dupcheshwar Gaunpalika,0,21005,131.62,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
bagmati-nuwakot-kakani-gaunpalika,Bagmati,बागमती,Nuwakot,नुवाकोट,Kakani,ककनी,Gaunpalika,गाउँपालिका,Kakani Gaunpalika,ककनी गाउँपालिका,ककनी गाउँपालिका / Kakani Gaunpalika,0,24504,87.97,,https://en.wikipedia.org/wiki/List_of_gaunpalikas_of_Nepal
